Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.2550        -331.8221    -334.9913       3.1692   335.9
1.2555        -331.8167    -334.9671       3.1504   333.9
1.2560        -331.8100    -334.9344       3.1243   331.1
1.2565        -331.8032    -334.9351       3.1319   331.9
1.2570        -331.7984    -335.0067       3.2084   340.0
1.2575        -331.7960    -335.1556       3.3596   356.0
1.2580        -331.7954    -335.3473       3.5519   376.4
1.2585        -331.7948    -335.5190       3.7243   394.7
1.2590        -331.7925    -335.6120       3.8195   404.8
1.2595        -331.7880    -335.6031       3.8151   404.3
1.2600        -331.7820    -335.5145       3.7324   395.6
1.2605        -331.7774    -335.3994       3.6220   383.8
1.2610        -331.7743    -335.3066       3.5323   374.3
1.2615        -331.7737    -335.2642       3.4905   369.9
1.2620        -331.7740    -335.2746       3.5006   371.0
1.2625        -331.7745    -335.3271       3.5526   376.5
1.2630        -331.7758    -335.4090       3.6331   385.0
1.2635        -331.7778    -335.5034       3.7256   394.8
1.2640        -331.7811    -335.5872       3.8061   403.4
1.2645        -331.7842    -335.6339       3.8497   408.0
1.2650        -331.7872    -335.6295       3.8423   407.2
1.2655        -331.7895    -335.5796       3.7901   401.7
1.2660        -331.7913    -335.5134       3.7221   394.5
1.2665        -331.7946    -335.4744       3.6798   390.0
1.2670        -331.8002    -335.4924       3.6922   391.3
1.2675        -331.8082    -335.5685       3.7604   398.5
1.2680        -331.8179    -335.6782       3.8603   409.1
1.2685        -331.8287    -335.7857       3.9570   419.4
1.2690        -331.8398    -335.8576       4.0178   425.8
1.2695        -331.8510    -335.8719       4.0209   426.1
1.2700        -331.8617    -335.8255       3.9639   420.1
1.2705        -331.8722    -335.7396       3.8674   409.9
1.2710        -331.8836    -335.6487       3.7652   399.0
1.2715        -331.8967    -335.5819       3.6852   390.5
1.2720        -331.9109    -335.5501       3.6392   385.7
1.2725        -331.9260    -335.5496       3.6236   384.0
1.2730        -331.9416    -335.5687       3.6272   384.4
1.2735        -331.9585    -335.5945       3.6360   385.3
1.2740        -331.9754    -335.6090       3.6336   385.1
1.2745        -331.9924    -335.5992       3.6069   382.2
1.2750        -332.0085    -335.5624       3.5540   376.6
1.2755        -332.0237    -335.5117       3.4880   369.7
1.2760        -332.0394    -335.4725       3.4331   363.8
1.2765        -332.0565    -335.4641       3.4076   361.1
1.2770        -332.0743    -335.4868       3.4125   361.6
1.2775        -332.0930    -335.5264       3.4334   363.9
1.2780        -332.1122    -335.5612       3.4490   365.5
1.2785        -332.1311    -335.5723       3.4412   364.7
1.2790        -332.1489    -335.5510       3.4020   360.5
1.2795        -332.1669    -335.4993       3.3324   353.2
1.2800        -332.1837    -335.4238       3.2401   343.4
1.2805        -332.2001    -335.3378       3.1377   332.5
1.2810        -332.2158    -335.2571       3.0413   322.3
1.2815        -332.2306    -335.1973       2.9668   314.4
1.2820        -332.2460    -335.1711       2.9252   310.0
1.2825        -332.2616    -335.1768       2.9151   308.9
1.2830        -332.2771    -335.1990       2.9219   309.7
1.2835        -332.2918    -335.2200       2.9282   310.3
1.2840        -332.3056    -335.2293       2.9237   309.8
1.2845        -332.3176    -335.2285       2.9109   308.5
1.2850        -332.3291    -335.2336       2.9045   307.8
1.2855        -332.3411    -335.2629       2.9218   309.6
1.2860        -332.3536    -335.3233       2.9697   314.7
1.2865        -332.3667    -335.4059       3.0392   322.1
1.2870        -332.3798    -335.4924       3.1126   329.9
1.2875        -332.3927    -335.5666       3.1740   336.4
1.2880        -332.4055    -335.6170       3.2114   340.3
1.2885        -332.4179    -335.6348       3.2169   340.9
1.2890        -332.4300    -335.6182       3.1883   337.9
1.2895        -332.4409    -335.5732       3.1324   332.0
1.2900        -332.4515    -335.5152       3.0637   324.7
1.2905        -332.4619    -335.4605       2.9986   317.8
1.2910        -332.4725    -335.4198       2.9474   312.4
1.2915        -332.4830    -335.3934       2.9104   308.4
1.2920        -332.4934    -335.3728       2.8794   305.2
1.2925        -332.5036    -335.3452       2.8416   301.1
1.2930        -332.5124    -335.2988       2.7864   295.3
1.2935        -332.5194    -335.2322       2.7128   287.5
1.2940        -332.5255    -335.1581       2.6326   279.0
1.2945        -332.5307    -335.0941       2.5634   271.7
1.2950        -332.5361    -335.0553       2.5192   267.0
1.2955        -332.5412    -335.0452       2.5040   265.4
1.2960        -332.5454    -335.0584       2.5130   266.3
1.2965        -332.5487    -335.0906       2.5419   269.4
1.2970        -332.5513    -335.1409       2.5896   274.4
1.2975        -332.5540    -335.2076       2.6535   281.2
1.2980        -332.5565    -335.2811       2.7246   288.7
1.2985        -332.5580    -335.3467       2.7887   295.5
1.2990        -332.5590    -335.3926       2.8335   300.3
1.2995        -332.5589    -335.4104       2.8515   302.2
1.3000        -332.5580    -335.4001       2.8421   301.2
1.3005        -332.5564    -335.3682       2.8118   298.0
1.3010        -332.5544    -335.3257       2.7713   293.7
1.3015        -332.5524    -335.2830       2.7306   289.4
1.3020        -332.5503    -335.2426       2.6923   285.3
1.3025        -332.5478    -335.2031       2.6553   281.4
1.3030        -332.5442    -335.1632       2.6189   277.5
1.3035        -332.5396    -335.1271       2.5875   274.2
1.3040        -332.5346    -335.1064       2.5718   272.6
1.3045        -332.5298    -335.1080       2.5782   273.2
1.3050        -332.5247    -335.1263       2.6016   275.7
1.3055        -332.5189    -335.1476       2.6287   278.6
1.3060        -332.5114    -335.1593       2.6478   280.6
1.3065        -332.5025    -335.1615       2.6590   281.8
1.3070        -332.4924    -335.1685       2.6761   283.6
1.3075        -332.4823    -335.1983       2.7160   287.8
1.3080        -332.4725    -335.2592       2.7867   295.3
1.3085        -332.4622    -335.3462       2.8840   305.6
1.3090        -332.4516    -335.4450       2.9934   317.2
1.3095        -332.4401    -335.5362       3.0962   328.1
1.3100        -332.4275    -335.6039       3.1764   336.6
1.3105        -332.4143    -335.6390       3.2246   341.7
1.3110        -332.4011    -335.6378       3.2367   343.0
1.3115        -332.3872    -335.5981       3.2109   340.3
1.3120        -332.3728    -335.5242       3.1514   334.0
1.3125        -332.3585    -335.4284       3.0699   325.3
1.3130        -332.3438    -335.3282       2.9844   316.3
1.3135        -332.3293    -335.2474       2.9181   309.2
1.3140        -332.3158    -335.2048       2.8890   306.2
1.3145        -332.3025    -335.2042       2.9016   307.5
1.3150        -332.2895    -335.2370       2.9475   312.4
1.3155        -332.2761    -335.2837       3.0076   318.7
1.3160        -332.2616    -335.3220       3.0604   324.3
1.3165        -332.2464    -335.3340       3.0876   327.2
1.3170        -332.2300    -335.3103       3.0803   326.4
1.3175        -332.2123    -335.2580       3.0457   322.8
1.3180        -332.1942    -335.2006       3.0064   318.6
1.3185        -332.1762    -335.1678       2.9916   317.0
1.3190        -332.1590    -335.1844       3.0254   320.6
1.3195        -332.1424    -335.2573       3.1148   330.1
1.3200        -332.1265    -335.3712       3.2447   343.9
1.3205        -332.1102    -335.4928       3.3826   358.5
1.3210        -332.0928    -335.5822       3.4894   369.8
1.3215        -332.0740    -335.6060       3.5319   374.3
1.3220        -332.0545    -335.5495       3.4950   370.4
1.3225        -332.0335    -335.4217       3.3882   359.1
1.3230        -332.0122    -335.2636       3.2514   344.6
1.3235        -331.9923    -335.1349       3.1427   333.1
1.3240        -331.9753    -335.0805       3.1052   329.1
1.3245        -331.9603    -335.1036       3.1433   333.1
1.3250        -331.9452    -335.1739       3.2287   342.2
1.3255        -331.9286    -335.2529       3.3242   352.3
1.3260        -331.9102    -335.3150       3.4048   360.8
1.3265        -331.8908    -335.3559       3.4651   367.2
1.3270        -331.8713    -335.3843       3.5131   372.3
1.3275        -331.8525    -335.4115       3.5590   377.2
1.3280        -331.8341    -335.4440       3.6098   382.6
1.3285        -331.8162    -335.4842       3.6680   388.7
1.3290        -331.7984    -335.5305       3.7321   395.5
1.3295        -331.7808    -335.5811       3.8003   402.7
1.3300        -331.7637    -335.6355       3.8717   410.3
1.3305        -331.7474    -335.6942       3.9468   418.3
1.3310        -331.7327    -335.7540       4.0213   426.2
1.3315        -331.7196    -335.7990       4.0795   432.3
1.3320        -331.7069    -335.8060       4.0991   434.4
1.3325        -331.6938    -335.7608       4.0670   431.0
1.3330        -331.6801    -335.6750       3.9950   423.4
1.3335        -331.6688    -335.5841       3.9153   414.9
1.3340        -331.6595    -335.5149       3.8554   408.6
1.3345        -331.6531    -335.4754       3.8223   405.1
1.3350        -331.6481    -335.4491       3.8010   402.8
1.3355        -331.6424    -335.4127       3.7703   399.6
1.3360        -331.6368    -335.3577       3.7208   394.3
1.3365        -331.6316    -335.2901       3.6584   387.7
1.3370        -331.6269    -335.2239       3.5971   381.2
1.3375        -331.6231    -335.1736       3.5506   376.3
1.3380        -331.6202    -335.1462       3.5260   373.7
1.3385        -331.6177    -335.1422       3.5245   373.5
1.3390        -331.6157    -335.1621       3.5465   375.8
1.3395        -331.6140    -335.2057       3.5917   380.6
1.3400        -331.6132    -335.2713       3.6581   387.7
1.3405        -331.6135    -335.3506       3.7371   396.1
1.3410        -331.6148    -335.4278       3.8130   404.1
1.3415        -331.6174    -335.4806       3.8632   409.4
1.3420        -331.6203    -335.4828       3.8624   409.3
1.3425        -331.6227    -335.4189       3.7962   402.3
1.3430        -331.6239    -335.2974       3.6735   389.3
1.3435        -331.6242    -335.1550       3.5308   374.2
1.3440        -331.6258    -335.0435       3.4177   362.2
1.3445        -331.6300    -334.9984       3.3684   357.0
1.3450        -331.6363    -335.0169       3.3806   358.3
1.3455        -331.6430    -335.0653       3.4223   362.7
1.3460        -331.6496    -335.1024       3.4528   365.9
1.3465        -331.6544    -335.0982       3.4437   365.0
1.3470        -331.6582    -335.0496       3.3914   359.4
1.3475        -331.6615    -334.9741       3.3126   351.1
1.3480        -331.6652    -334.8981       3.2329   342.6
1.3485        -331.6689    -334.8446       3.1756   336.5
1.3490        -331.6735    -334.8304       3.1569   334.6
1.3495        -331.6787    -334.8603       3.1816   337.2
1.3500        -331.6845    -334.9264       3.2419   343.6
1.3505        -331.6907    -335.0098       3.3191   351.8
1.3510        -331.6968    -335.0876       3.3908   359.4
1.3515        -331.7033    -335.1404       3.4371   364.3
1.3520        -331.7093    -335.1523       3.4430   364.9
1.3525        -331.7146    -335.1166       3.4020   360.5
1.3530        -331.7194    -335.0401       3.3207   351.9
1.3535        -331.7237    -334.9415       3.2178   341.0
1.3540        -331.7280    -334.8419       3.1139   330.0
1.3545        -331.7324    -334.7578       3.0254   320.6
1.3550        -331.7373    -334.6991       2.9618   313.9
1.3555        -331.7427    -334.6635       2.9208   309.5
1.3560        -331.7471    -334.6386       2.8916   306.4
1.3565        -331.7506    -334.6167       2.8661   303.7
1.3570        -331.7531    -334.5963       2.8432   301.3
1.3575        -331.7550    -334.5842       2.8291   299.8
1.3580        -331.7568    -334.5887       2.8319   300.1
1.3585        -331.7582    -334.6142       2.8559   302.7
1.3590        -331.7597    -334.6602       2.9005   307.4
1.3595        -331.7604    -334.7238       2.9634   314.1
1.3600        -331.7607    -334.8056       3.0449   322.7
1.3605        -331.7612    -334.9067       3.1455   333.4
1.3610        -331.7627    -335.0208       3.2581   345.3
1.3615        -331.7645    -335.1294       3.3650   356.6
1.3620        -331.7659    -335.2086       3.4427   364.8
1.3625        -331.7658    -335.2430       3.4772   368.5
1.3630        -331.7656    -335.2399       3.4742   368.2
1.3635        -331.7652    -335.2166       3.4514   365.8
1.3640        -331.7657    -335.1927       3.4270   363.2
1.3645        -331.7673    -335.1772       3.4100   361.4
1.3650        -331.7693    -335.1687       3.3995   360.3
1.3655        -331.7713    -335.1618       3.3905   359.3
1.3660        -331.7734    -335.1527       3.3793   358.1
1.3665        -331.7751    -335.1403       3.3652   356.6
1.3670        -331.7775    -335.1279       3.3504   355.1
1.3675        -331.7801    -335.1150       3.3349   353.4
1.3680        -331.7829    -335.0983       3.3155   351.4
1.3685        -331.7852    -335.0766       3.2913   348.8
1.3690        -331.7880    -335.0520       3.2640   345.9
1.3695        -331.7899    -335.0282       3.2382   343.2
1.3700        -331.7922    -335.0156       3.2234   341.6
1.3705        -331.7949    -335.0198       3.2249   341.8
1.3710        -331.7979    -335.0372       3.2394   343.3
1.3715        -331.8004    -335.0592       3.2587   345.4
1.3720        -331.8022    -335.0828       3.2806   347.7
1.3725        -331.8043    -335.1151       3.3108   350.9
1.3730        -331.8073    -335.1614       3.3541   355.5
1.3735        -331.8111    -335.2155       3.4044   360.8
1.3740        -331.8151    -335.2601       3.4450   365.1
